 本行信息时间(北京时间)      位置X(km,BCRS)      位置Y(km,BCRS)      位置Z(km,BCRS)   速度VX(km/s,BCRS)   速度VY(km/s,BCRS)   速度VZ(km/s,BCRS)    定轨或预报
2023-04-26B16:34: 0.000   -123903751.381334    -79995100.149634    -34596122.261359        15.927646491       -21.831276083        -9.373755888        1
2023-04-26B16:34:30.000   -123903273.549640    -79995755.087265    -34596403.473828        15.927799767       -21.831232654        -9.373742048        1
2023-04-26B16:35: 0.000   -123902795.713348    -79996410.023593    -34596684.685881        15.927953044       -21.831189216        -9.373728204        1
2023-04-26B16:35:30.000   -123902317.872457    -79997064.958618    -34596965.897520        15.928106322       -21.831145767        -9.373714354        1
2023-04-26B16:36: 0.000   -123901840.026968    -79997719.892339    -34597247.108743        15.928259601       -21.831102309        -9.373700500        1
2023-04-26B16:36:30.000   -123901362.176881    -79998374.824756    -34597528.319550        15.928412882       -21.831058841        -9.373686641        1
2023-04-26B16:37: 0.000   -123900884.322195    -79999029.755869    -34597809.529941        15.928566163       -21.831015363        -9.373672777        1
2023-04-26B16:37:30.000   -123900406.462911    -79999684.685678    -34598090.739916        15.928719446       -21.830971875        -9.373658908        1
2023-04-26B16:38: 0.000   -123899928.599029    -80000339.614182    -34598371.949475        15.928872730       -21.830928377        -9.373645034        1
2023-04-26B16:38:30.000   -123899450.730547    -80000994.541380    -34598653.158618        15.929026015       -21.830884869        -9.373631155        1
2023-04-26B16:39: 0.000   -123898972.857468    -80001649.467274    -34598934.367345        15.929179302       -21.830841352        -9.373617271        1
2023-04-26B16:39:30.000   -123898494.979789    -80002304.391861    -34599215.575655        15.929332589       -21.830797825        -9.373603382        1
2023-04-26B16:40: 0.000   -123898017.097512    -80002959.315143    -34599496.783548        15.929485878       -21.830754288        -9.373589488        1
2023-04-26B16:40:30.000   -123897539.210637    -80003614.237119    -34599777.991024        15.929639168       -21.830710741        -9.373575590        1
2023-04-26B16:41: 0.000   -123897061.319162    -80004269.157788    -34600059.198083        15.929792459       -21.830667185        -9.373561686        1
2023-04-26B16:41:30.000   -123896583.423089    -80004924.077150    -34600340.404725        15.929945751       -21.830623619        -9.373547778        1
2023-04-26B16:42: 0.000   -123896105.522417    -80005578.995205    -34600621.610950        15.930099045       -21.830580042        -9.373533865        1
2023-04-26B16:42:30.000   -123895627.617146    -80006233.911952    -34600902.816757        15.930252339       -21.830536457        -9.373519946        1
2023-04-26B16:43: 0.000   -123895149.707277    -80006888.827392    -34601184.022146        15.930405635       -21.830492861        -9.373506023        1
2023-04-26B16:43:30.000   -123894671.792808    -80007543.741524    -34601465.227118        15.930558932       -21.830449256        -9.373492095        1
2023-04-26B16:44: 0.000   -123894193.873741    -80008198.654347    -34601746.431672        15.930712230       -21.830405640        -9.373478162        1
2023-04-26B16:44:30.000   -123893715.950074    -80008853.565862    -34602027.635808        15.930865529       -21.830362015        -9.373464225        1
2023-04-26B16:45: 0.000   -123893238.021809    -80009508.476068    -34602308.839525        15.931018830       -21.830318381        -9.373450282        1
2023-04-26B16:45:30.000   -123892760.088945    -80010163.384965    -34602590.042825        15.931172131       -21.830274736        -9.373436334        1
2023-04-26B16:46: 0.000   -123892282.151481    -80010818.292552    -34602871.245705        15.931325434       -21.830231082        -9.373422382        1
2023-04-26B16:46:30.000   -123891804.209419    -80011473.198830    -34603152.448168        15.931478738       -21.830187418        -9.373408425        1
2023-04-26B16:47: 0.000   -123891326.262757    -80012128.103797    -34603433.650211        15.931632043       -21.830143744        -9.373394462        1
2023-04-26B16:47:30.000   -123890848.311496    -80012783.007454    -34603714.851835        15.931785349       -21.830100061        -9.373380495        1
2023-04-26B16:48: 0.000   -123890370.355636    -80013437.909801    -34603996.053041        15.931938657       -21.830056367        -9.373366523        1
2023-04-26B16:48:30.000   -123889892.395177    -80014092.810836    -34604277.253827        15.932091965       -21.830012665        -9.373352547        1
2023-04-26B16:49: 0.000   -123889414.430118    -80014747.710560    -34604558.454193        15.932245275       -21.829968952        -9.373338565        1
2023-04-26B16:49:30.000   -123888936.460460    -80015402.608973    -34604839.654140        15.932398586       -21.829925229        -9.373324578        1
2023-04-26B16:50: 0.000   -123888458.486203    -80016057.506074    -34605120.853668        15.932551898       -21.829881497        -9.373310587        1
2023-04-26B16:50:30.000   -123887980.507346    -80016712.401863    -34605402.052776        15.932705211       -21.829837755        -9.373296590        1
2023-04-26B16:51: 0.000   -123887502.523890    -80017367.296339    -34605683.251463        15.932858525       -21.829794004        -9.373282589        1
2023-04-26B16:51:30.000   -123887024.535835    -80018022.189503    -34605964.449731        15.933011841       -21.829750243        -9.373268583        1
2023-04-26B16:52: 0.000   -123886546.543180    -80018677.081354    -34606245.647578        15.933165157       -21.829706472        -9.373254572        1
2023-04-26B16:52:30.000   -123886068.545925    -80019331.971891    -34606526.845005        15.933318475       -21.829662691        -9.373240556        1
2023-04-26B16:53: 0.000   -123885590.544071    -80019986.861115    -34606808.042012        15.933471794       -21.829618901        -9.373226536        1
2023-04-26B16:53:30.000   -123885112.537618    -80020641.749025    -34607089.238597        15.933625114       -21.829575100        -9.373212510        1
2023-04-26B16:54: 0.000   -123884634.526564    -80021296.635621    -34607370.434762        15.933778435       -21.829531291        -9.373198480        1
2023-04-26B16:54:30.000   -123884156.510912    -80021951.520902    -34607651.630506        15.933931757       -21.829487471        -9.373184444        1
2023-04-26B16:55: 0.000   -123883678.490659    -80022606.404869    -34607932.825829        15.934085081       -21.829443642        -9.373170404        1
2023-04-26B16:55:30.000   -123883200.465807    -80023261.287521    -34608214.020730        15.934238405       -21.829399803        -9.373156359        1
2023-04-26B16:56: 0.000   -123882722.436355    -80023916.168857    -34608495.215210        15.934391731       -21.829355955        -9.373142310        1
2023-04-26B16:56:30.000   -123882244.402303    -80024571.048878    -34608776.409269        15.934545058       -21.829312097        -9.373128255        1
2023-04-26B16:57: 0.000   -123881766.363651    -80025225.927583    -34609057.602905        15.934698386       -21.829268229        -9.373114196        1
2023-04-26B16:57:30.000   -123881288.320400    -80025880.804972    -34609338.796120        15.934851715       -21.829224351        -9.373100131        1
2023-04-26B16:58: 0.000   -123880810.272548    -80026535.681044    -34609619.988913        15.935005045       -21.829180464        -9.373086062        1
2023-04-26B16:58:30.000   -123880332.220097    -80027190.555799    -34609901.181284        15.935158377       -21.829136567        -9.373071988        1
2023-04-26B16:59: 0.000   -123879854.163046    -80027845.429238    -34610182.373233        15.935311709       -21.829092661        -9.373057909        1
2023-04-26B16:59:30.000   -123879376.101394    -80028500.301359    -34610463.564759        15.935465043       -21.829048745        -9.373043826        1
2023-04-26B17:00: 0.000   -123878898.035143    -80029155.172162    -34610744.755862        15.935618378       -21.829004819        -9.373029737        1
2023-04-26B17:00:30.000   -123878419.964292    -80029810.041648    -34611025.946543        15.935771714       -21.828960883        -9.373015644        1
2023-04-26B17:01: 0.000   -123877941.888840    -80030464.909815    -34611307.136801        15.935925051       -21.828916938        -9.373001546        1
2023-04-26B17:01:30.000   -123877463.808789    -80031119.776664    -34611588.326635        15.936078389       -21.828872984        -9.372987443        1
2023-04-26B17:02: 0.000   -123876985.724137    -80031774.642194    -34611869.516047        15.936231728       -21.828829019        -9.372973335        1
2023-04-26B17:02:30.000   -123876507.634885    -80032429.506405    -34612150.705035        15.936385069       -21.828785046        -9.372959222        1
2023-04-26B17:03: 0.000   -123876029.541033    -80033084.369297    -34612431.893600        15.936538410       -21.828741062        -9.372945105        1
2023-04-26B17:03:30.000   -123875551.442580    -80033739.230869    -34612713.081742        15.936691753       -21.828697069        -9.372930982        1
2023-04-26B17:04: 0.000   -123875073.339527    -80034394.091121    -34612994.269459        15.936845097       -21.828653066        -9.372916855        1
2023-04-26B17:04:30.000   -123874595.231874    -80035048.950053    -34613275.456753        15.936998442       -21.828609054        -9.372902723        1
2023-04-26B17:05: 0.000   -123874117.119621    -80035703.807664    -34613556.643623        15.937151788       -21.828565032        -9.372888587        1
2023-04-26B17:05:30.000   -123873639.002767    -80036358.663955    -34613837.830068        15.937305135       -21.828521000        -9.372874445        1
2023-04-26B17:06: 0.000   -123873160.881313    -80037013.518924    -34614119.016089        15.937458483       -21.828476959        -9.372860299        1
2023-04-26B17:06:30.000   -123872682.755258    -80037668.372572    -34614400.201686        15.937611833       -21.828432908        -9.372846148        1
2023-04-26B17:07: 0.000   -123872204.624603    -80038323.224898    -34614681.386858        15.937765183       -21.828388848        -9.372831992        1
2023-04-26B17:07:30.000   -123871726.489347    -80038978.075903    -34614962.571605        15.937918535       -21.828344778        -9.372817831        1
2023-04-26B17:08: 0.000   -123871248.349491    -80039632.925585    -34615243.755928        15.938071888       -21.828300698        -9.372803665        1
2023-04-26B17:08:30.000   -123870770.205034    -80040287.773945    -34615524.939825        15.938225242       -21.828256609        -9.372789495        1
2023-04-26B17:09: 0.000   -123870292.055976    -80040942.620981    -34615806.123298        15.938378597       -21.828212511        -9.372775320        1
2023-04-26B17:09:30.000   -123869813.902318    -80041597.466695    -34616087.306345        15.938531953       -21.828168402        -9.372761140        1
2023-04-26B17:10: 0.000   -123869335.744059    -80042252.311085    -34616368.488966        15.938685310       -21.828124284        -9.372746955        1
2023-04-26B17:10:30.000   -123868857.581199    -80042907.154152    -34616649.671162        15.938838668       -21.828080157        -9.372732766        1
2023-04-26B17:11: 0.000   -123868379.413739    -80043561.995895    -34616930.852932        15.938992028       -21.828036020        -9.372718571        1
2023-04-26B17:11:30.000   -123867901.241678    -80044216.836313    -34617212.034276        15.939145388       -21.827991874        -9.372704372        1
2023-04-26B17:12: 0.000   -123867423.065016    -80044871.675407    -34617493.215194        15.939298750       -21.827947718        -9.372690168        1
2023-04-26B17:12:30.000   -123866944.883753    -80045526.513176    -34617774.395686        15.939452113       -21.827903552        -9.372675960        1
2023-04-26B17:13: 0.000   -123866466.697889    -80046181.349620    -34618055.575752        15.939605476       -21.827859377        -9.372661746        1
2023-04-26B17:13:30.000   -123865988.507424    -80046836.184739    -34618336.755391        15.939758841       -21.827815192        -9.372647528        1
2023-04-26B17:14: 0.000   -123865510.312358    -80047491.018532    -34618617.934603        15.939912207       -21.827770998        -9.372633305        1
2023-04-26B17:14:30.000   -123865032.112692    -80048145.850998    -34618899.113389        15.940065575       -21.827726794        -9.372619077        1
2023-04-26B17:15: 0.000   -123864553.908424    -80048800.682139    -34619180.291748        15.940218943       -21.827682581        -9.372604844        1
2023-04-26B17:15:30.000   -123864075.699555    -80049455.511953    -34619461.469680        15.940372312       -21.827638358        -9.372590607        1
2023-04-26B17:16: 0.000   -123863597.486085    -80050110.340441    -34619742.647184        15.940525683       -21.827594126        -9.372576365        1
2023-04-26B17:16:30.000   -123863119.268014    -80050765.167601    -34620023.824261        15.940679054       -21.827549884        -9.372562118        1
2023-04-26B17:17: 0.000   -123862641.045342    -80051419.993433    -34620305.000911        15.940832427       -21.827505633        -9.372547866        1
2023-04-26B17:17:30.000   -123862162.818069    -80052074.817939    -34620586.177133        15.940985800       -21.827461372        -9.372533610        1
2023-04-26B17:18: 0.000   -123861684.586194    -80052729.641116    -34620867.352928        15.941139175       -21.827417101        -9.372519349        1
2023-04-26B17:18:30.000   -123861206.349718    -80053384.462965    -34621148.528294        15.941292551       -21.827372822        -9.372505083        1
2023-04-26B17:19: 0.000   -123860728.108641    -80054039.283485    -34621429.703233        15.941445928       -21.827328532        -9.372490812        1
2023-04-26B17:19:30.000   -123860249.862962    -80054694.102676    -34621710.877743        15.941599306       -21.827284233        -9.372476537        1
2023-04-26B17:20: 0.000   -123859771.612682    -80055348.920539    -34621992.051825        15.941752685       -21.827239925        -9.372462256        1
2023-04-26B17:20:30.000   -123859293.357801    -80056003.737072    -34622273.225478        15.941906066       -21.827195607        -9.372447971        1
2023-04-26B17:21: 0.000   -123858815.098318    -80056658.552275    -34622554.398703        15.942059447       -21.827151280        -9.372433682        1
2023-04-26B17:21:30.000   -123858336.834234    -80057313.366149    -34622835.571499        15.942212829       -21.827106943        -9.372419387        1
2023-04-26B17:22: 0.000   -123857858.565549    -80057968.178692    -34623116.743866        15.942366213       -21.827062597        -9.372405088        1
2023-04-26B17:22:30.000   -123857380.292262    -80058622.989904    -34623397.915804        15.942519598       -21.827018241        -9.372390784        1
2023-04-26B17:23: 0.000   -123856902.014373    -80059277.799786    -34623679.087313        15.942672983       -21.826973876        -9.372376475        1
2023-04-26B17:23:30.000   -123856423.731883    -80059932.608337    -34623960.258393        15.942826370       -21.826929501        -9.372362162        1
2023-04-26B17:24: 0.000   -123855945.444791    -80060587.415556    -34624241.429043        15.942979758       -21.826885117        -9.372347843        1
2023-04-26B17:24:30.000   -123855467.153097    -80061242.221444    -34624522.599263        15.943133147       -21.826840724        -9.372333520        1
2023-04-26B17:25: 0.000   -123854988.856802    -80061897.025999    -34624803.769054        15.943286537       -21.826796321        -9.372319193        1
2023-04-26B17:25:30.000   -123854510.555905    -80062551.829223    -34625084.938415        15.943439928       -21.826751908        -9.372304860        1
2023-04-26B17:26: 0.000   -123854032.250406    -80063206.631114    -34625366.107346        15.943593320       -21.826707486        -9.372290523        1
2023-04-26B17:26:30.000   -123853553.940306    -80063861.431672    -34625647.275846        15.943746713       -21.826663055        -9.372276181        1
2023-04-26B17:27: 0.000   -123853075.625603    -80064516.230897    -34625928.443916        15.943900108       -21.826618614        -9.372261835        1
2023-04-26B17:27:30.000   -123852597.306299    -80065171.028789    -34626209.611556        15.944053503       -21.826574164        -9.372247483        1
2023-04-26B17:28: 0.000   -123852118.982393    -80065825.825347    -34626490.778765        15.944206899       -21.826529704        -9.372233127        1
2023-04-26B17:28:30.000   -123851640.653885    -80066480.620571    -34626771.945544        15.944360297       -21.826485235        -9.372218766        1
2023-04-26B17:29: 0.000   -123851162.320775    -80067135.414461    -34627053.111891        15.944513696       -21.826440756        -9.372204401        1
2023-04-26B17:29:30.000   -123850683.983063    -80067790.207016    -34627334.277808        15.944667095       -21.826396269        -9.372190031        1
2023-04-26B17:30: 0.000   -123850205.640750    -80068444.998237    -34627615.443293        15.944820496       -21.826351771        -9.372175656        1
2023-04-26B17:30:30.000   -123849727.293834    -80069099.788122    -34627896.608347        15.944973898       -21.826307264        -9.372161276        1
2023-04-26B17:31: 0.000   -123849248.942316    -80069754.576672    -34628177.772970        15.945127301       -21.826262748        -9.372146892        1
2023-04-26B17:31:30.000   -123848770.586196    -80070409.363887    -34628458.937161        15.945280704       -21.826218223        -9.372132502        1
2023-04-26B17:32: 0.000   -123848292.225473    -80071064.149766    -34628740.100920        15.945434109       -21.826173688        -9.372118109        1
2023-04-26B17:32:30.000   -123847813.860149    -80071718.934308    -34629021.264247        15.945587515       -21.826129143        -9.372103710        1
2023-04-26B17:33: 0.000   -123847335.490222    -80072373.717514    -34629302.427142        15.945740923       -21.826084590        -9.372089307        1
2023-04-26B17:33:30.000   -123846857.115694    -80073028.499383    -34629583.589605        15.945894331       -21.826040026        -9.372074899        1
2023-04-26B17:34: 0.000   -123846378.736563    -80073683.279916    -34629864.751636        15.946047740       -21.825995454        -9.372060486        1
2023-04-26B17:34:30.000   -123845900.352829    -80074338.059111    -34630145.913235        15.946201150       -21.825950872        -9.372046069        1
2023-04-26B17:35: 0.000   -123845421.964494    -80074992.836968    -34630427.074400        15.946354562       -21.825906281        -9.372031647        1
2023-04-26B17:35:30.000   -123844943.571556    -80075647.613487    -34630708.235133        15.946507974       -21.825861680        -9.372017220        1
2023-04-26B17:36: 0.000   -123844465.174015    -80076302.388669    -34630989.395433        15.946661388       -21.825817070        -9.372002789        1
2023-04-26B17:36:30.000   -123843986.771872    -80076957.162511    -34631270.555301        15.946814802       -21.825772451        -9.371988352        1
2023-04-26B17:37: 0.000   -123843508.365127    -80077611.935016    -34631551.714735        15.946968218       -21.825727822        -9.371973912        1
2023-04-26B17:37:30.000   -123843029.953779    -80078266.706181    -34631832.873735        15.947121634       -21.825683184        -9.371959466        1
2023-04-26B17:38: 0.000   -123842551.537829    -80078921.476007    -34632114.032302        15.947275052       -21.825638536        -9.371945016        1
2023-04-26B17:38:30.000   -123842073.117276    -80079576.244493    -34632395.190436        15.947428471       -21.825593879        -9.371930561        1
2023-04-26B17:39: 0.000   -123841594.692121    -80080231.011639    -34632676.348136        15.947581890       -21.825549213        -9.371916101        1
2023-04-26B17:39:30.000   -123841116.262363    -80080885.777445    -34632957.505402        15.947735311       -21.825504538        -9.371901637        1
2023-04-26B17:40: 0.000   -123840637.828002    -80081540.541911    -34633238.662234        15.947888733       -21.825459853        -9.371887168        1
2023-04-26B17:40:30.000   -123840159.389039    -80082195.305037    -34633519.818632        15.948042156       -21.825415159        -9.371872694        1
2023-04-26B17:41: 0.000   -123839680.945473    -80082850.066821    -34633800.974596        15.948195580       -21.825370455        -9.371858216        1
2023-04-26B17:41:30.000   -123839202.497304    -80083504.827264    -34634082.130125        15.948349005       -21.825325742        -9.371843733        1
2023-04-26B17:42: 0.000   -123838724.044532    -80084159.586365    -34634363.285220        15.948502431       -21.825281020        -9.371829245        1
2023-04-26B17:42:30.000   -123838245.587158    -80084814.344125    -34634644.439880        15.948655858       -21.825236289        -9.371814753        1
2023-04-26B17:43: 0.000   -123837767.125181    -80085469.100542    -34634925.594105        15.948809286       -21.825191548        -9.371800256        1
2023-04-26B17:43:30.000   -123837288.658601    -80086123.855618    -34635206.747895        15.948962715       -21.825146798        -9.371785754        1
2023-04-26B17:44: 0.000   -123836810.187418    -80086778.609350    -34635487.901250        15.949116146       -21.825102038        -9.371771248        1
2023-04-26B17:44:30.000   -123836331.711632    -80087433.361740    -34635769.054170        15.949269577       -21.825057269        -9.371756737        1
2023-04-26B17:45: 0.000   -123835853.231243    -80088088.112786    -34636050.206654        15.949423009       -21.825012491        -9.371742221        1
2023-04-26B17:45:30.000   -123835374.746252    -80088742.862489    -34636331.358703        15.949576442       -21.824967704        -9.371727701        1
2023-04-26B17:46: 0.000   -123834896.256657    -80089397.610848    -34636612.510316        15.949729877       -21.824922907        -9.371713176        1
2023-04-26B17:46:30.000   -123834417.762459    -80090052.357864    -34636893.661494        15.949883312       -21.824878101        -9.371698646        1
2023-04-26B17:47: 0.000   -123833939.263658    -80090707.103534    -34637174.812235        15.950036749       -21.824833286        -9.371684112        1
2023-04-26B17:47:30.000   -123833460.760254    -80091361.847861    -34637455.962540        15.950190186       -21.824788461        -9.371669573        1
2023-04-26B17:48: 0.000   -123832982.252247    -80092016.590842    -34637737.112409        15.950343625       -21.824743628        -9.371655029        1
2023-04-26B17:48:30.000   -123832503.739636    -80092671.332478    -34638018.261842        15.950497064       -21.824698785        -9.371640481        1
2023-04-26B17:49: 0.000   -123832025.222423    -80093326.072769    -34638299.410838        15.950650505       -21.824653932        -9.371625928        1
2023-04-26B17:49:30.000   -123831546.700606    -80093980.811714    -34638580.559398        15.950803946       -21.824609071        -9.371611371        1
2023-04-26B17:50: 0.000   -123831068.174186    -80094635.549313    -34638861.707520        15.950957389       -21.824564200        -9.371596808        1
2023-04-26B17:50:30.000   -123830589.643163    -80095290.285566    -34639142.855206        15.951110832       -21.824519319        -9.371582241        1
2023-04-26B17:51: 0.000   -123830111.107536    -80095945.020472    -34639424.002455        15.951264277       -21.824474430        -9.371567670        1
2023-04-26B17:51:30.000   -123829632.567306    -80096599.754032    -34639705.149266        15.951417723       -21.824429531        -9.371553094        1
2023-04-26B17:52: 0.000   -123829154.022473    -80097254.486244    -34639986.295640        15.951571169       -21.824384623        -9.371538513        1
2023-04-26B17:52:30.000   -123828675.473036    -80097909.217109    -34640267.441577        15.951724617       -21.824339706        -9.371523928        1
2023-04-26B17:53: 0.000   -123828196.918996    -80098563.946626    -34640548.587076        15.951878066       -21.824294780        -9.371509337        1
2023-04-26B17:53:30.000   -123827718.360352    -80099218.674796    -34640829.732137        15.952031516       -21.824249844        -9.371494743        1
2023-04-26B17:54: 0.000   -123827239.797105    -80099873.401617    -34641110.876761        15.952184966       -21.824204899        -9.371480143        1
2023-04-26B17:54:30.000   -123826761.229254    -80100528.127089    -34641392.020946        15.952338418       -21.824159945        -9.371465539        1
2023-04-26B17:55: 0.000   -123826282.656800    -80101182.851213    -34641673.164693        15.952491871       -21.824114982        -9.371450931        1
2023-04-26B17:55:30.000   -123825804.079742    -80101837.573988    -34641954.308002        15.952645325       -21.824070009        -9.371436318        1
2023-04-26B17:56: 0.000   -123825325.498080    -80102492.295414    -34642235.450872        15.952798780       -21.824025027        -9.371421700        1
2023-04-26B17:56:30.000   -123824846.911815    -80103147.015490    -34642516.593304        15.952952236       -21.823980036        -9.371407077        1
2023-04-26B17:57: 0.000   -123824368.320946    -80103801.734216    -34642797.735296        15.953105693       -21.823935036        -9.371392450        1
2023-04-26B17:57:30.000   -123823889.725473    -80104456.451592    -34643078.876851        15.953259150       -21.823890026        -9.371377819        1
2023-04-26B17:58: 0.000   -123823411.125397    -80105111.167617    -34643360.017966        15.953412609       -21.823845008        -9.371363182        1
2023-04-26B17:58:30.000   -123822932.520717    -80105765.882292    -34643641.158641        15.953566069       -21.823799980        -9.371348541        1
2023-04-26B17:59: 0.000   -123822453.911433    -80106420.595616    -34643922.298878        15.953719530       -21.823754943        -9.371333896        1
2023-04-26B17:59:30.000   -123821975.297545    -80107075.307589    -34644203.438675        15.953872992       -21.823709896        -9.371319246        1
2023-04-26B18:00: 0.000   -123821496.679053    -80107730.018210    -34644484.578033        15.954026455       -21.823664841        -9.371304591        1
2023-04-26B18:00:30.000   -123821018.055958    -80108384.727479    -34644765.716950        15.954179919       -21.823619776        -9.371289931        1
2023-04-26B18:01: 0.000   -123820539.428258    -80109039.435396    -34645046.855428        15.954333384       -21.823574702        -9.371275267        1
2023-04-26B18:01:30.000   -123820060.795955    -80109694.141961    -34645327.993466        15.954486850       -21.823529619        -9.371260599        1
2023-04-26B18:02: 0.000   -123819582.159047    -80110348.847173    -34645609.131064        15.954640317       -21.823484527        -9.371245926        1
2023-04-26B18:02:30.000   -123819103.517536    -80111003.551033    -34645890.268222        15.954793785       -21.823439425        -9.371231248        1
2023-04-26B18:03: 0.000   -123818624.871420    -80111658.253539    -34646171.404939        15.954947254       -21.823394315        -9.371216565        1
2023-04-26B18:03:30.000   -123818146.220700    -80112312.954691    -34646452.541216        15.955100724       -21.823349195        -9.371201878        1
2023-04-26B18:04: 0.000   -123817667.565377    -80112967.654490    -34646733.677052        15.955254195       -21.823304066        -9.371187187        1
2023-04-26B18:04:30.000   -123817188.905449    -80113622.352935    -34647014.812447        15.955407667       -21.823258928        -9.371172491        1
2023-04-26B18:05: 0.000   -123816710.240917    -80114277.050026    -34647295.947401        15.955561140       -21.823213781        -9.371157790        1
2023-04-26B18:05:30.000   -123816231.571780    -80114931.745762    -34647577.081914        15.955714614       -21.823168624        -9.371143084        1
2023-04-26B18:06: 0.000   -123815752.898040    -80115586.440143    -34647858.215986        15.955868089       -21.823123459        -9.371128374        1
2023-04-26B18:06:30.000   -123815274.219695    -80116241.133169    -34648139.349617        15.956021565       -21.823078284        -9.371113660        1
2023-04-26B18:07: 0.000   -123814795.536746    -80116895.824840    -34648420.482806        15.956175042       -21.823033100        -9.371098941        1
2023-04-26B18:07:30.000   -123814316.849193    -80117550.515155    -34648701.615553        15.956328519       -21.822987907        -9.371084217        1
2023-04-26B18:08: 0.000   -123813838.157035    -80118205.204115    -34648982.747859        15.956481998       -21.822942705        -9.371069489        1
2023-04-26B18:08:30.000   -123813359.460273    -80118859.891718    -34649263.879722        15.956635478       -21.822897494        -9.371054756        1
2023-04-26B18:09: 0.000   -123812880.758906    -80119514.577964    -34649545.011144        15.956788959       -21.822852273        -9.371040018        1
2023-04-26B18:09:30.000   -123812402.052935    -80120169.262854    -34649826.142124        15.956942441       -21.822807044        -9.371025276        1
2023-04-26B18:10: 0.000   -123811923.342360    -80120823.946387    -34650107.272661        15.957095924       -21.822761805        -9.371010530        1
2023-04-26B18:10:30.000   -123811444.627180    -80121478.628562    -34650388.402755        15.957249408       -21.822716557        -9.370995778        1
2023-04-26B18:11: 0.000   -123810965.907395    -80122133.309380    -34650669.532407        15.957402893       -21.822671300        -9.370981023        1
2023-04-26B18:11:30.000   -123810487.183006    -80122787.988840    -34650950.661617        15.957556379       -21.822626034        -9.370966262        1
2023-04-26B18:12: 0.000   -123810008.454012    -80123442.666942    -34651231.790383        15.957709865       -21.822580759        -9.370951497        1
2023-04-26B18:12:30.000   -123809529.720414    -80124097.343685    -34651512.918706        15.957863353       -21.822535475        -9.370936728        1
2023-04-26B18:13: 0.000   -123809050.982211    -80124752.019070    -34651794.046587        15.958016842       -21.822490181        -9.370921954        1
2023-04-26B18:13:30.000   -123808572.239404    -80125406.693096    -34652075.174024        15.958170332       -21.822444879        -9.370907175        1
2023-04-26B18:14: 0.000   -123808093.491991    -80126061.365763    -34652356.301017        15.958323823       -21.822399567        -9.370892392        1
2023-04-26B18:14:30.000   -123807614.739974    -80126716.037070    -34652637.427567        15.958477314       -21.822354247        -9.370877604        1
2023-04-26B18:15: 0.000   -123807135.983352    -80127370.707018    -34652918.553673        15.958630807       -21.822308917        -9.370862812        1
2023-04-26B18:15:30.000   -123806657.222126    -80128025.375605    -34653199.679336        15.958784301       -21.822263578        -9.370848015        1
2023-04-26B18:16: 0.000   -123806178.456294    -80128680.042832    -34653480.804554        15.958937795       -21.822218230        -9.370833214        1
2023-04-26B18:16:30.000   -123805699.685858    -80129334.708699    -34653761.929329        15.959091291       -21.822172873        -9.370818408        1
2023-04-26B18:17: 0.000   -123805220.910817    -80129989.373204    -34654043.053659        15.959244788       -21.822127507        -9.370803598        1
2023-04-26B18:17:30.000   -123804742.131171    -80130644.036349    -34654324.177544        15.959398285       -21.822082132        -9.370788782        1
2023-04-26B18:18: 0.000   -123804263.346920    -80131298.698132    -34654605.300986        15.959551784       -21.822036748        -9.370773963        1
2023-04-26B18:18:30.000   -123803784.558064    -80131953.358554    -34654886.423982        15.959705283       -21.821991354        -9.370759139        1
2023-04-26B18:19: 0.000   -123803305.764603    -80132608.017613    -34655167.546534        15.959858784       -21.821945952        -9.370744310        1
2023-04-26B18:19:30.000   -123802826.966537    -80133262.675311    -34655448.668641        15.960012285       -21.821900541        -9.370729477        1
2023-04-26B18:20: 0.000   -123802348.163866    -80133917.331646    -34655729.790302        15.960165788       -21.821855120        -9.370714639        1
2023-04-26B18:20:30.000   -123801869.356589    -80134571.986618    -34656010.911519        15.960319291       -21.821809691        -9.370699797        1
2023-04-26B18:21: 0.000   -123801390.544708    -80135226.640227    -34656292.032290        15.960472796       -21.821764252        -9.370684950        1
2023-04-26B18:21:30.000   -123800911.728222    -80135881.292473    -34656573.152616        15.960626301       -21.821718804        -9.370670099        1
2023-04-26B18:22: 0.000   -123800432.907130    -80136535.943355    -34656854.272496        15.960779807       -21.821673348        -9.370655243        1
2023-04-26B18:22:30.000   -123799954.081433    -80137190.592874    -34657135.391930        15.960933315       -21.821627882        -9.370640382        1
2023-04-26B18:23: 0.000   -123799475.251131    -80137845.241028    -34657416.510919        15.961086823       -21.821582407        -9.370625517        1
2023-04-26B18:23:30.000   -123798996.416224    -80138499.887818    -34657697.629461        15.961240332       -21.821536924        -9.370610648        1
2023-04-26B18:24: 0.000   -123798517.576711    -80139154.533244    -34657978.747558        15.961393842       -21.821491431        -9.370595774        1
2023-04-26B18:24:30.000   -123798038.732593    -80139809.177304    -34658259.865208        15.961547353       -21.821445929        -9.370580895        1
2023-04-26B18:25: 0.000   -123797559.883870    -80140463.819999    -34658540.982411        15.961700865       -21.821400418        -9.370566012        1
2023-04-26B18:25:30.000   -123797081.030541    -80141118.461329    -34658822.099168        15.961854378       -21.821354898        -9.370551124        1
2023-04-26B18:26: 0.000   -123796602.172607    -80141773.101293    -34659103.215479        15.962007892       -21.821309369        -9.370536232        1
