 本行信息时间(北京时间)     位置X(km,WGS84)     位置Y(km,WGS84)     位置Z(km,WGS84)  速度VX(km/s,WGS84)  速度VY(km/s,WGS84)  速度VZ(km/s,WGS84)    定轨或预报
2023-04-23B08:09: 0.000      -165976.755792      -246252.325760       160425.288749       -18.072757749        11.583828146         0.254739955        1
2023-04-23B08:09:30.000      -166518.574263      -245904.213180       160432.930168       -18.048463209        11.623672721         0.254689727        1
2023-04-23B08:10: 0.000      -167059.662577      -245554.906026       160440.570081       -18.024080659        11.663466331         0.254639504        1
2023-04-23B08:10:30.000      -167600.018097      -245204.405831       160448.208487       -17.999610206        11.703208780         0.254589286        1
2023-04-23B08:11: 0.000      -168139.638185      -244852.714133       160455.845386       -17.975051956        11.742899875         0.254539073        1
2023-04-23B08:11:30.000      -168678.520211      -244499.832475       160463.480779       -17.950406018        11.782539421         0.254488865        1
2023-04-23B08:12: 0.000      -169216.661545      -244145.762406       160471.114666       -17.925672500        11.822127224         0.254438662        1
2023-04-23B08:12:30.000      -169754.059561      -243790.505482       160478.747047       -17.900851510        11.861663090         0.254388463        1
2023-04-23B08:13: 0.000      -170290.711636      -243434.063263       160486.377922       -17.875943159        11.901146826         0.254338270        1
2023-04-23B08:13:30.000      -170826.615153      -243076.437317       160494.007292       -17.850947555        11.940578238         0.254288081        1
2023-04-23B08:14: 0.000      -171361.767493      -242717.629216       160501.635155       -17.825864808        11.979957133         0.254237897        1
2023-04-23B08:14:30.000      -171896.166046      -242357.640539       160509.261514       -17.800695029        12.019283318         0.254187718        1
2023-04-23B08:15: 0.000      -172429.808202      -241996.472869       160516.886367       -17.775438328        12.058556601         0.254137544        1
2023-04-23B08:15:30.000      -172962.691354      -241634.127796       160524.509715       -17.750094818        12.097776788         0.254087375        1
2023-04-23B08:16: 0.000      -173494.812900      -241270.606917       160532.131558       -17.724664609        12.136943689         0.254037210        1
2023-04-23B08:16:30.000      -174026.170241      -240905.911833       160539.751896       -17.699147813        12.176057110         0.253987051        1
2023-04-23B08:17: 0.000      -174556.760781      -240540.044151       160547.370729       -17.673544544        12.215116860         0.253936896        1
2023-04-23B08:17:30.000      -175086.581927      -240173.005484       160554.988058       -17.647854914        12.254122748         0.253886747        1
2023-04-23B08:18: 0.000      -175615.631090      -239804.797451       160562.603882       -17.622079036        12.293074582         0.253836602        1
2023-04-23B08:18:30.000      -176143.905685      -239435.421676       160570.218202       -17.596217025        12.331972172         0.253786462        1
2023-04-23B08:19: 0.000      -176671.403129      -239064.879789       160577.831018       -17.570268994        12.370815326         0.253736327        1
2023-04-23B08:19:30.000      -177198.120844      -238693.173427       160585.442330       -17.544235058        12.409603854         0.253686196        1
2023-04-23B08:20: 0.000      -177724.056253      -238320.304231       160593.052138       -17.518115333        12.448337565         0.253636071        1
2023-04-23B08:20:30.000      -178249.206785      -237946.273849       160600.660443       -17.491909934        12.487016270         0.253585950        1
2023-04-23B08:21: 0.000      -178773.569872      -237571.083933       160608.267244       -17.465618976        12.525639779         0.253535834        1
2023-04-23B08:21:30.000      -179297.142948      -237194.736142       160615.872541       -17.439242577        12.564207902         0.253485724        1
2023-04-23B08:22: 0.000      -179819.923453      -236817.232141       160623.476335       -17.412780852        12.602720450         0.253435618        1
2023-04-23B08:22:30.000      -180341.908827      -236438.573599       160631.078626       -17.386233920        12.641177234         0.253385516        1
2023-04-23B08:23: 0.000      -180863.096517      -236058.762193       160638.679415       -17.359601897        12.679578065         0.253335420        1
2023-04-23B08:23:30.000      -181383.483971      -235677.799604       160646.278700       -17.332884902        12.717922754         0.253285328        1
2023-04-23B08:24: 0.000      -181903.068643      -235295.687518       160653.876483       -17.306083053        12.756211113         0.253235242        1
2023-04-23B08:24:30.000      -182421.847988      -234912.427630       160661.472763       -17.279196469        12.794442954         0.253185160        1
2023-04-23B08:25: 0.000      -182939.819466      -234528.021636       160669.067541       -17.252225270        12.832618089         0.253135083        1
2023-04-23B08:25:30.000      -183456.980540      -234142.471241       160676.660816       -17.225169574        12.870736330         0.253085011        1
2023-04-23B08:26: 0.000      -183973.328678      -233755.778155       160684.252590       -17.198029502        12.908797491         0.253034943        1
2023-04-23B08:26:30.000      -184488.861349      -233367.944093       160691.842861       -17.170805176        12.946801384         0.252984881        1
2023-04-23B08:27: 0.000      -185003.576029      -232978.970776       160699.431631       -17.143496714        12.984747822         0.252934823        1
2023-04-23B08:27:30.000      -185517.470194      -232588.859929       160707.018899       -17.116104240        13.022636619         0.252884770        1
2023-04-23B08:28: 0.000      -186030.541327      -232197.613286       160714.604666       -17.088627875        13.060467588         0.252834722        1
2023-04-23B08:28:30.000      -186542.786912      -231805.232584       160722.188931       -17.061067740        13.098240544         0.252784679        1
2023-04-23B08:29: 0.000      -187054.204438      -231411.719565       160729.771695       -17.033423959        13.135955300         0.252734641        1
2023-04-23B08:29:30.000      -187564.791397      -231017.075980       160737.352958       -17.005696654        13.173611672         0.252684607        1
2023-04-23B08:30: 0.000      -188074.545287      -230621.303581       160744.932720       -16.977885950        13.211209473         0.252634578        1
2023-04-23B08:30:30.000      -188583.463605      -230224.404130       160752.510981       -16.949991969        13.248748518         0.252584554        1
2023-04-23B08:31: 0.000      -189091.543857      -229826.379391       160760.087742       -16.922014836        13.286228624         0.252534535        1
2023-04-23B08:31:30.000      -189598.783550      -229427.231135       160767.663002       -16.893954677        13.323649605         0.252484521        1
2023-04-23B08:32: 0.000      -190105.180193      -229026.961139       160775.236762       -16.865811614        13.361011278         0.252434511        1
2023-04-23B08:32:30.000      -190610.731304      -228625.571185       160782.809021       -16.837585776        13.398313458         0.252384507        1
2023-04-23B08:33: 0.000      -191115.434399      -228223.063060       160790.379781       -16.809277286        13.435555961         0.252334507        1
2023-04-23B08:33:30.000      -191619.287001      -227819.438558       160797.949040       -16.780886272        13.472738605         0.252284512        1
